date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,date,new_cases,new_deaths,total_cases,total_deaths
2020-02-08,14,6,0.0,4.1,1,1,100,04:48 PM,05:56 AM,06:47 AM,05:49 PM,3,9,10,9,7,51,63,0.6,1023,14,10,177,5,Nepal,2020-02-08,0.0,0.0,1.0,0.0
2020-02-09,17,6,0.0,8.7,1,1,100,05:56 PM,06:48 AM,06:46 AM,05:50 PM,2,10,10,10,6,8,59,0.0,1024,17,10,257,4,Nepal,2020-02-09,0.0,0.0,1.0,0.0
2020-02-10,18,8,0.0,8.7,1,1,83,07:05 PM,07:37 AM,06:45 AM,05:51 PM,3,12,12,12,5,7,57,0.0,1020,18,10,209,4,Nepal,2020-02-10,0.0,0.0,1.0,0.0
2020-02-11,19,8,0.0,8.7,1,1,75,08:12 PM,08:20 AM,06:45 AM,05:52 PM,5,12,12,12,5,10,66,0.0,1019,19,10,219,4,Nepal,2020-02-11,0.0,0.0,1.0,0.0
2020-02-12,19,8,0.0,8.7,1,1,68,09:18 PM,09:01 AM,06:44 AM,05:52 PM,7,13,13,13,5,12,71,0.0,1018,19,10,221,4,Nepal,2020-02-12,0.0,0.0,1.0,0.0
2020-02-13,21,9,0.0,8.7,1,1,60,10:23 PM,09:40 AM,06:43 AM,05:53 PM,8,14,14,14,5,11,71,0.0,1015,21,10,220,3,Nepal,2020-02-13,0.0,0.0,1.0,0.0
2020-02-14,20,7,0.0,8.7,1,1,53,11:27 PM,10:18 AM,06:42 AM,05:54 PM,8,13,13,13,5,19,73,0.0,1011,20,10,215,3,Nepal,2020-02-14,0.0,0.0,1.0,0.0
2020-02-15,19,9,0.0,8.7,1,1,45,No moonrise,10:58 AM,06:42 AM,05:55 PM,8,13,13,13,6,22,72,0.0,1014,19,10,197,4,Nepal,2020-02-15,0.0,0.0,1.0,0.0
2020-02-16,18,8,0.0,5.7,1,1,38,12:29 AM,11:41 AM,06:41 AM,05:55 PM,9,13,13,13,4,52,78,0.3,1018,18,10,218,3,Nepal,2020-02-16,0.0,0.0,1.0,0.0
2020-02-17,18,8,0.0,7.2,1,1,30,01:32 AM,12:25 PM,06:40 AM,05:56 PM,9,13,13,13,5,66,79,1.7,1018,18,10,218,4,Nepal,2020-02-17,0.0,0.0,1.0,0.0
2020-02-18,20,8,0.0,8.7,1,1,22,02:32 AM,01:14 PM,06:39 AM,05:57 PM,9,13,13,13,5,50,78,0.1,1017,20,10,222,4,Nepal,2020-02-18,0.0,0.0,1.0,0.0
2020-02-19,17,11,0.0,7.2,1,1,15,03:29 AM,02:06 PM,06:38 AM,05:57 PM,10,14,14,14,5,60,78,4.7,1018,17,9,225,4,Nepal,2020-02-19,0.0,0.0,1.0,0.0
2020-02-20,19,11,0.0,7.2,1,1,7,04:22 AM,03:00 PM,06:37 AM,05:58 PM,10,14,14,14,6,50,75,1.3,1019,19,10,203,4,Nepal,2020-02-20,0.0,0.0,1.0,0.0
2020-02-21,19,10,0.0,4.2,1,1,0,05:10 AM,03:56 PM,06:36 AM,05:59 PM,8,13,13,13,9,62,73,7.3,1022,19,9,227,6,Nepal,2020-02-21,0.0,0.0,1.0,0.0
2020-02-22,20,10,0.0,7.2,1,1,0,05:54 AM,04:51 PM,06:36 AM,05:59 PM,7,14,14,14,7,51,64,2.3,1022,20,10,230,5,Nepal,2020-02-22,0.0,0.0,1.0,0.0
2020-02-23,20,11,0.0,7.3,1,1,0,06:32 AM,05:46 PM,06:35 AM,06:00 PM,7,14,14,14,8,50,63,4.0,1020,20,10,192,5,Nepal,2020-02-23,0.0,0.0,1.0,0.0
2020-02-24,22,9,0.0,10.2,1,1,0,07:08 AM,06:38 PM,06:34 AM,06:01 PM,7,14,14,14,8,30,63,6.2,1017,22,10,223,5,Nepal,2020-02-24,0.0,0.0,1.0,0.0
2020-02-25,17,8,0.0,5.8,1,1,8,07:40 AM,07:31 PM,06:33 AM,06:01 PM,6,11,12,11,10,74,71,17.8,1016,17,8,141,6,Nepal,2020-02-25,0.0,0.0,1.0,0.0
2020-02-26,13,7,0.0,5.9,1,1,15,08:11 AM,08:22 PM,06:32 AM,06:02 PM,7,10,10,10,5,60,80,7.4,1016,13,9,108,3,Nepal,2020-02-26,0.0,0.0,1.0,0.0
2020-02-27,19,6,0.0,11.6,1,1,23,08:41 AM,09:13 PM,06:31 AM,06:02 PM,6,12,12,12,5,12,69,0.0,1017,19,10,244,4,Nepal,2020-02-27,0.0,0.0,1.0,0.0
2020-02-28,20,9,0.0,11.6,1,1,30,09:12 AM,10:04 PM,06:30 AM,06:03 PM,8,14,14,14,5,12,68,0.0,1017,20,10,223,4,Nepal,2020-02-28,0.0,0.0,1.0,0.0
2020-02-29,21,11,0.0,8.7,1,1,38,09:44 AM,10:57 PM,06:29 AM,06:04 PM,9,15,16,15,7,41,68,4.1,1016,21,10,205,5,Nepal,2020-02-29,0.0,0.0,1.0,0.0
2020-03-01,22,11,0.0,8.7,1,1,44,10:18 AM,11:52 PM,06:28 AM,06:04 PM,9,16,16,16,7,46,67,9.1,1016,22,10,204,5,Nepal,2020-03-01,0.0,0.0,1.0,0.0
2020-03-02,22,12,0.0,10.2,1,1,51,10:56 AM,No moonset,06:27 AM,06:05 PM,7,16,16,16,6,30,61,0.6,1014,22,10,229,4,Nepal,2020-03-02,0.0,0.0,1.0,0.0
2020-03-03,20,11,0.0,5.9,1,1,58,11:39 AM,12:47 AM,06:26 AM,06:05 PM,7,15,14,15,7,59,64,4.7,1013,20,9,227,5,Nepal,2020-03-03,0.0,0.0,1.0,0.0
2020-03-04,20,11,0.0,8.8,1,1,65,12:28 PM,01:45 AM,06:25 AM,06:06 PM,6,15,15,15,7,30,57,0.7,1014,20,10,193,5,Nepal,2020-03-04,0.0,0.0,1.0,0.0
2020-03-05,21,11,0.0,8.8,1,1,73,01:24 PM,02:43 AM,06:24 AM,06:07 PM,6,15,15,15,7,46,55,1.7,1015,21,10,187,4,Nepal,2020-03-05,0.0,0.0,1.0,0.0
2020-03-06,20,10,0.0,7.3,1,1,80,02:25 PM,03:40 AM,06:23 AM,06:07 PM,6,15,15,15,7,59,56,4.0,1016,20,10,196,5,Nepal,2020-03-06,0.0,0.0,1.0,0.0
2020-03-07,17,10,0.0,7.3,1,1,87,03:32 PM,04:33 AM,06:22 AM,06:08 PM,8,14,14,14,6,70,69,9.0,1016,17,8,91,4,Nepal,2020-03-07,0.0,0.0,1.0,0.0
2020-03-08,21,10,0.0,11.6,1,1,95,04:40 PM,05:23 AM,06:21 AM,06:08 PM,6,15,15,15,6,5,56,0.0,1014,21,10,267,4,Nepal,2020-03-08,0.0,0.0,1.0,0.0
2020-03-09,22,11,0.0,11.6,1,1,100,05:49 PM,06:09 AM,06:19 AM,06:09 PM,7,16,16,16,5,7,59,0.0,1013,22,10,230,4,Nepal,2020-03-09,0.0,0.0,1.0,0.0
2020-03-10,21,11,0.0,8.8,1,1,100,06:57 PM,06:52 AM,06:18 AM,06:10 PM,9,16,16,16,6,47,66,2.1,1014,21,10,215,4,Nepal,2020-03-10,0.0,0.0,1.0,0.0
2020-03-11,24,11,0.0,11.6,1,1,84,08:04 PM,07:33 AM,06:17 AM,06:10 PM,8,17,17,17,6,16,57,0.0,1014,24,10,247,4,Nepal,2020-03-11,0.0,0.0,1.0,0.0
2020-03-12,25,13,0.0,11.6,1,1,76,09:11 PM,08:12 AM,06:16 AM,06:11 PM,7,19,19,19,6,6,50,0.0,1017,25,10,243,4,Nepal,2020-03-12,0.0,0.0,1.0,0.0
2020-03-13,19,14,0.0,7.4,1,1,69,10:17 PM,08:53 AM,06:15 AM,06:11 PM,7,16,16,16,7,41,57,3.3,1019,19,10,55,5,Nepal,2020-03-13,0.0,0.0,1.0,0.0
2020-03-14,21,11,0.0,6.0,1,1,62,11:23 PM,09:36 AM,06:14 AM,06:12 PM,9,15,15,15,7,57,70,9.4,1018,21,9,185,5,Nepal,2020-03-14,0.0,0.0,1.0,0.0
2020-03-15,22,10,0.0,10.2,1,1,55,No moonrise,10:21 AM,06:13 AM,06:12 PM,6,15,15,15,8,52,61,6.5,1017,22,10,197,5,Nepal,2020-03-15,0.0,0.0,1.0,0.0
2020-03-16,23,10,0.0,11.6,1,1,47,12:25 AM,11:10 AM,06:12 AM,06:13 PM,6,16,17,16,6,5,52,0.0,1018,23,10,221,4,Nepal,2020-03-16,0.0,0.0,1.0,0.0
2020-02-28,6,2,0.0,5.4,1,1,30,09:32 AM,11:24 PM,07:29 AM,06:16 PM,1,0,4,0,32,68,83,2.2,1010,6,9,206,20,Netherlands,2020-02-28,0.0,0.0,1.0,0.0
2020-02-29,11,5,0.0,8.5,1,1,38,09:50 AM,No moonset,07:27 AM,06:18 PM,4,4,8,4,45,69,78,2.5,991,11,10,209,28,Netherlands,2020-02-29,1.0,0.0,2.0,0.0
2020-03-01,8,4,0.0,5.5,1,1,44,10:10 AM,12:31 AM,07:25 AM,06:20 PM,2,2,6,2,37,85,74,2.1,991,8,9,226,25,Netherlands,2020-03-01,5.0,0.0,7.0,0.0
2020-03-02,7,3,0.0,5.5,1,1,51,10:36 AM,01:41 AM,07:23 AM,06:21 PM,4,2,5,2,22,84,89,5.9,989,7,7,165,14,Netherlands,2020-03-02,6.0,0.0,13.0,0.0
2020-03-03,8,3,0.0,8.6,1,1,58,11:09 AM,02:50 AM,07:20 AM,06:23 PM,2,2,5,2,20,46,80,1.5,1001,8,9,241,13,Netherlands,2020-03-03,5.0,0.0,18.0,0.0
2020-03-04,9,4,0.0,7.1,1,1,65,11:52 AM,03:57 AM,07:18 AM,06:25 PM,3,4,6,4,16,75,80,0.7,1009,9,7,246,11,Netherlands,2020-03-04,10.0,0.0,28.0,0.0
2020-03-05,7,5,0.0,5.6,1,1,73,12:48 PM,04:57 AM,07:16 AM,06:27 PM,4,3,6,3,24,100,90,7.4,996,7,10,88,17,Netherlands,2020-03-05,10.0,0.0,38.0,0.0
2020-03-06,7,5,0.0,5.6,1,1,80,01:57 PM,05:49 AM,07:14 AM,06:29 PM,3,2,6,2,27,90,85,14.4,997,7,9,347,18,Netherlands,2020-03-06,44.0,0.0,82.0,0.0
2020-03-07,10,3,0.0,8.6,1,1,87,03:17 PM,06:30 AM,07:11 AM,06:30 PM,3,4,7,4,21,50,78,0.1,1015,10,10,238,14,Netherlands,2020-03-07,46.0,0.0,128.0,1.0
2020-03-08,9,7,0.0,5.6,1,1,95,04:43 PM,07:03 AM,07:09 AM,06:32 PM,5,4,8,4,37,86,84,1.6,1010,9,9,210,24,Netherlands,2020-03-08,60.0,0.0,188.0,1.0
2020-03-09,9,5,0.0,5.6,1,1,100,06:12 PM,07:30 AM,07:07 AM,06:34 PM,4,4,7,4,26,66,84,0.7,1011,9,10,256,17,Netherlands,2020-03-09,77.0,2.0,265.0,3.0
2020-03-10,12,5,0.0,5.7,1,1,100,07:41 PM,07:53 AM,07:04 AM,06:36 PM,9,7,10,7,44,98,90,8.2,1004,12,6,250,28,Netherlands,2020-03-10,56.0,0.0,321.0,3.0
2020-03-11,13,6,0.0,7.2,1,1,84,09:08 PM,08:14 AM,07:02 AM,06:37 PM,8,8,11,8,32,82,81,2.7,1009,13,10,248,21,Netherlands,2020-03-11,61.0,1.0,382.0,4.0
2020-03-12,9,5,0.0,7.2,1,1,76,10:34 PM,08:35 AM,07:00 AM,06:39 PM,2,4,8,4,47,76,69,4.7,1008,9,10,253,31,Netherlands,2020-03-12,121.0,1.0,503.0,5.0
2020-03-13,9,5,0.0,5.9,1,1,69,11:59 PM,08:58 AM,06:58 AM,06:41 PM,3,4,7,4,31,80,76,2.5,1015,9,10,271,20,Netherlands,2020-03-13,111.0,0.0,614.0,5.0
2020-03-14,10,3,0.0,5.9,1,1,62,No moonrise,09:25 AM,06:55 AM,06:43 PM,4,4,6,4,23,78,83,0.6,1019,10,8,173,15,Netherlands,2020-03-14,190.0,5.0,804.0,10.0
2020-03-15,10,7,0.0,6.0,1,1,55,01:20 AM,09:56 AM,06:53 AM,06:45 PM,6,6,9,6,31,86,83,0.1,1012,10,10,207,20,Netherlands,2020-03-15,155.0,2.0,959.0,12.0
2020-03-16,13,6,0.0,11.6,1,1,47,02:34 AM,10:35 AM,06:51 AM,06:46 PM,5,8,9,8,11,28,75,0.0,1019,13,10,288,7,Netherlands,2020-03-16,176.0,8.0,1135.0,20.0
2020-02-28,19,16,0.0,11.6,1,1,30,10:52 AM,10:24 PM,07:00 AM,08:07 PM,15,18,18,18,53,23,82,0.0,1011,19,10,340,38,New%20Zealand,2020-02-28,0.0,0.0,1.0,0.0
2020-02-29,18,14,0.0,9.1,1,1,38,11:51 AM,10:50 PM,07:01 AM,08:05 PM,14,17,17,17,46,61,81,2.5,1013,18,9,206,32,New%20Zealand,2020-02-29,0.0,0.0,1.0,0.0
2020-03-01,20,12,0.0,11.6,1,1,44,12:51 PM,11:19 PM,07:02 AM,08:04 PM,11,17,17,17,12,26,69,0.0,1023,20,10,157,8,New%20Zealand,2020-03-01,0.0,0.0,1.0,0.0
2020-03-02,20,15,0.0,9.0,1,1,51,01:52 PM,11:52 PM,07:03 AM,08:02 PM,14,17,17,17,29,64,79,0.0,1021,20,10,266,21,New%20Zealand,2020-03-02,0.0,0.0,1.0,0.0
2020-03-03,19,18,0.0,7.8,1,1,58,02:54 PM,No moonset,07:04 AM,08:01 PM,16,19,19,19,47,56,87,0.0,1012,19,10,338,33,New%20Zealand,2020-03-03,1.0,0.0,2.0,0.0
2020-03-04,16,13,0.0,8.9,1,1,65,03:56 PM,12:31 AM,07:05 AM,07:59 PM,12,14,16,14,50,69,80,4.8,1014,16,9,160,38,New%20Zealand,2020-03-04,0.0,0.0,2.0,0.0
2020-03-05,15,12,0.0,11.6,1,1,73,04:54 PM,01:19 AM,07:07 AM,07:57 PM,7,12,14,12,32,8,63,0.0,1027,15,10,142,25,New%20Zealand,2020-03-05,0.0,0.0,2.0,0.0
2020-03-06,19,12,0.0,11.6,1,1,80,05:49 PM,02:16 AM,07:08 AM,07:56 PM,9,14,15,14,21,3,67,0.0,1028,19,10,124,15,New%20Zealand,2020-03-06,2.0,0.0,4.0,0.0
2020-03-07,18,12,0.0,10.3,1,1,87,06:36 PM,03:22 AM,07:09 AM,07:54 PM,11,14,15,14,34,28,77,0.0,1020,18,10,265,24,New%20Zealand,2020-03-07,1.0,0.0,5.0,0.0
2020-03-08,19,15,0.0,11.6,1,1,95,07:19 PM,04:34 AM,07:10 AM,07:53 PM,12,16,17,16,41,26,77,0.0,1014,19,10,351,28,New%20Zealand,2020-03-08,0.0,0.0,5.0,0.0
2020-03-09,18,16,0.0,8.9,1,1,100,07:55 PM,05:51 AM,07:11 AM,07:51 PM,14,17,17,17,50,44,85,0.9,1007,18,9,354,35,New%20Zealand,2020-03-09,0.0,0.0,5.0,0.0
2020-03-10,18,16,0.0,8.9,1,1,100,08:28 PM,07:09 AM,07:12 AM,07:49 PM,13,17,17,17,36,60,79,0.9,1004,18,10,238,26,New%20Zealand,2020-03-10,0.0,0.0,5.0,0.0
2020-03-11,14,13,0.0,7.5,1,1,84,09:00 PM,08:26 AM,07:14 AM,07:48 PM,10,12,14,12,40,84,78,1.4,1014,14,10,166,30,New%20Zealand,2020-03-11,0.0,0.0,5.0,0.0
2020-03-12,15,12,0.0,10.2,1,1,76,09:31 PM,09:43 AM,07:15 AM,07:46 PM,9,11,13,11,28,43,74,0.0,1023,15,10,157,22,New%20Zealand,2020-03-12,0.0,0.0,5.0,0.0
2020-03-13,17,11,0.0,11.6,1,1,69,10:03 PM,10:59 AM,07:16 AM,07:45 PM,10,14,14,14,14,9,76,0.0,1024,17,10,150,9,New%20Zealand,2020-03-13,0.0,0.0,5.0,0.0
2020-03-14,18,12,0.0,11.6,1,1,62,10:39 PM,12:13 PM,07:17 AM,07:43 PM,11,14,15,14,22,4,79,0.0,1017,18,10,261,14,New%20Zealand,2020-03-14,1.0,0.0,6.0,0.0
2020-03-15,20,13,0.0,11.6,1,1,55,11:19 PM,01:25 PM,07:18 AM,07:41 PM,12,15,16,15,18,4,78,0.0,1014,20,10,251,11,New%20Zealand,2020-03-15,0.0,0.0,6.0,0.0
2020-03-16,19,15,0.0,10.2,1,1,47,No moonrise,02:32 PM,07:19 AM,07:40 PM,12,16,16,16,46,29,78,0.2,1011,19,10,263,32,New%20Zealand,2020-03-16,0.0,0.0,6.0,0.0
2020-02-28,41,22,0.0,11.6,1,1,30,09:57 AM,10:28 PM,06:46 AM,06:42 PM,4,33,33,33,10,14,18,0.0,1010,41,10,189,6,Nigeria,2020-02-28,0.0,0.0,1.0,0.0
2020-02-29,42,27,0.0,11.6,1,1,38,10:36 AM,11:15 PM,06:45 AM,06:42 PM,1,35,35,35,15,3,13,0.0,1008,42,10,148,9,Nigeria,2020-02-29,0.0,0.0,1.0,0.0
2020-03-01,40,25,0.0,11.6,1,1,44,11:18 AM,No moonset,06:45 AM,06:42 PM,7,33,33,33,12,5,22,0.0,1008,40,10,194,7,Nigeria,2020-03-01,0.0,0.0,1.0,0.0
2020-03-02,41,24,0.0,11.6,1,1,51,12:03 PM,12:03 AM,06:44 AM,06:42 PM,17,34,34,32,8,13,46,0.0,1010,41,10,225,5,Nigeria,2020-03-02,0.0,0.0,1.0,0.0
2020-03-03,42,24,0.0,11.6,1,1,58,12:51 PM,12:54 AM,06:44 AM,06:42 PM,14,35,35,33,8,18,40,0.2,1011,42,10,196,5,Nigeria,2020-03-03,0.0,0.0,1.0,0.0
2020-03-04,40,24,0.0,11.6,1,1,65,01:45 PM,01:49 AM,06:43 AM,06:42 PM,12,34,34,33,10,5,35,0.0,1010,40,10,148,6,Nigeria,2020-03-04,0.0,0.0,1.0,0.0
2020-03-05,41,28,0.0,11.6,1,1,73,02:42 PM,02:45 AM,06:43 AM,06:42 PM,0,35,35,35,15,10,14,0.0,1009,41,10,101,10,Nigeria,2020-03-05,0.0,0.0,1.0,0.0
2020-03-06,41,24,0.0,11.6,1,1,80,03:42 PM,03:43 AM,06:42 AM,06:42 PM,2,34,34,34,10,9,15,0.0,1008,41,10,166,6,Nigeria,2020-03-06,0.0,0.0,1.0,0.0
2020-03-07,40,24,0.0,11.6,1,1,87,04:43 PM,04:40 AM,06:42 AM,06:42 PM,4,32,32,32,11,22,18,0.0,1008,40,10,135,7,Nigeria,2020-03-07,0.0,0.0,1.0,0.0
2020-03-08,41,25,0.0,11.6,1,1,95,05:45 PM,05:36 AM,06:41 AM,06:42 PM,15,33,33,32,5,10,37,0.0,1009,41,10,202,4,Nigeria,2020-03-08,0.0,0.0,1.0,0.0
2020-03-09,41,25,0.0,11.6,1,1,100,06:44 PM,06:29 AM,06:41 AM,06:42 PM,5,34,34,34,10,10,20,0.0,1008,41,10,196,6,Nigeria,2020-03-09,1.0,0.0,2.0,0.0
2020-03-10,41,26,0.0,11.6,1,1,100,07:43 PM,07:20 AM,06:40 AM,06:42 PM,14,35,35,34,7,15,34,0.0,1007,41,10,217,5,Nigeria,2020-03-10,0.0,0.0,2.0,0.0
2020-03-11,41,28,0.0,11.6,1,1,84,08:40 PM,08:10 AM,06:40 AM,06:42 PM,17,36,36,34,10,12,40,0.0,1007,41,10,225,7,Nigeria,2020-03-11,0.0,0.0,2.0,0.0
2020-03-12,39,26,0.0,10.2,1,1,76,09:38 PM,08:59 AM,06:39 AM,06:42 PM,12,32,32,32,11,46,34,0.7,1008,39,10,129,8,Nigeria,2020-03-12,0.0,0.0,2.0,0.0
2020-03-13,39,23,0.0,11.6,1,1,69,10:35 PM,09:49 AM,06:39 AM,06:42 PM,-1,32,32,32,12,14,13,0.2,1009,39,10,169,7,Nigeria,2020-03-13,0.0,0.0,2.0,0.0
2020-03-14,40,24,0.0,11.6,1,1,62,11:34 PM,10:39 AM,06:38 AM,06:42 PM,-3,32,32,32,14,3,11,0.0,1010,40,10,197,8,Nigeria,2020-03-14,0.0,0.0,2.0,0.0
2020-03-15,40,22,0.0,11.6,1,1,55,No moonrise,11:32 AM,06:38 AM,06:42 PM,-3,32,32,32,12,0,12,0.0,1009,40,10,195,7,Nigeria,2020-03-15,0.0,0.0,2.0,0.0
2020-03-16,40,22,0.0,11.6,1,1,47,12:30 AM,12:25 PM,06:37 AM,06:42 PM,0,31,31,31,11,0,14,0.0,1008,40,10,194,6,Nigeria,2020-03-16,0.0,0.0,2.0,0.0
2020-02-27,11,1,0.0,7.2,1,1,23,08:13 AM,09:00 PM,06:13 AM,05:21 PM,0,4,5,4,11,47,70,6.8,1007,11,10,302,7,Macedonia,2020-02-27,0.0,0.0,1.0,0.0
2020-02-28,7,0,0.0,5.7,1,1,30,08:37 AM,09:59 PM,06:12 AM,05:23 PM,-2,1,3,1,14,62,72,10.3,1013,7,10,245,8,Macedonia,2020-02-28,0.0,0.0,1.0,0.0
2020-02-29,8,1,0.0,8.7,1,1,38,09:02 AM,11:00 PM,06:10 AM,05:24 PM,-6,3,4,3,9,18,51,0.0,1020,8,10,187,6,Macedonia,2020-02-29,0.0,0.0,1.0,0.0
2020-03-01,11,3,0.0,8.7,1,1,44,09:30 AM,No moonset,06:09 AM,05:25 PM,-2,6,6,6,5,13,57,0.0,1018,11,10,92,4,Macedonia,2020-03-01,0.0,0.0,1.0,0.0
2020-03-02,16,6,0.0,8.7,1,1,51,10:02 AM,12:01 AM,06:07 AM,05:26 PM,4,10,11,10,5,29,69,0.4,1011,16,9,206,3,Macedonia,2020-03-02,0.0,0.0,1.0,0.0
2020-03-03,17,8,0.0,7.2,1,1,58,10:41 AM,01:03 AM,06:06 AM,05:27 PM,5,11,12,11,15,43,68,0.0,1007,17,10,138,9,Macedonia,2020-03-03,0.0,0.0,1.0,0.0
2020-03-04,10,4,0.0,4.2,1,1,65,11:28 AM,02:05 AM,06:04 AM,05:29 PM,6,7,8,7,11,92,86,23.1,1005,10,8,134,7,Macedonia,2020-03-04,0.0,0.0,1.0,0.0
2020-03-05,10,5,0.0,7.2,1,1,73,12:24 PM,03:04 AM,06:02 AM,05:30 PM,1,6,7,6,5,43,66,0.1,1010,10,10,132,4,Macedonia,2020-03-05,0.0,0.0,1.0,0.0
2020-03-06,10,4,0.0,7.2,1,1,80,01:30 PM,03:59 AM,06:01 AM,05:31 PM,1,7,7,7,9,52,66,0.3,1008,10,9,100,6,Macedonia,2020-03-06,0.0,0.0,1.0,0.0
2020-03-07,11,1,0.0,5.9,1,1,87,02:42 PM,04:47 AM,05:59 AM,05:32 PM,5,6,7,6,9,95,88,28.5,1009,11,8,164,6,Macedonia,2020-03-07,2.0,0.0,3.0,0.0
2020-03-08,8,3,0.0,5.9,1,1,95,03:59 PM,05:29 AM,05:58 AM,05:33 PM,4,5,6,5,10,97,86,20.7,1014,8,8,341,7,Macedonia,2020-03-08,0.0,0.0,3.0,0.0
2020-03-09,8,4,0.0,5.9,1,1,100,05:18 PM,06:05 AM,05:56 AM,05:35 PM,2,5,6,5,9,92,75,1.6,1012,8,7,22,6,Macedonia,2020-03-09,0.0,0.0,3.0,0.0
2020-03-10,8,3,0.0,5.9,1,1,100,06:35 PM,06:38 AM,05:54 AM,05:36 PM,2,4,5,4,11,74,78,3.6,1014,8,9,136,8,Macedonia,2020-03-10,4.0,0.0,7.0,0.0
2020-03-11,12,2,0.0,11.6,1,1,84,07:53 PM,07:09 AM,05:53 AM,05:37 PM,1,8,8,8,5,29,65,0.0,1020,12,10,180,3,Macedonia,2020-03-11,0.0,0.0,7.0,0.0
2020-03-12,18,7,0.0,11.6,1,1,76,09:09 PM,07:40 AM,05:51 AM,05:38 PM,6,13,13,13,5,9,62,0.0,1021,18,10,112,4,Macedonia,2020-03-12,0.0,0.0,7.0,0.0
2020-03-13,20,10,0.0,11.6,1,1,69,10:24 PM,08:12 AM,05:49 AM,05:39 PM,7,15,16,15,6,14,62,0.0,1014,20,10,94,3,Macedonia,2020-03-13,0.0,0.0,7.0,0.0
2020-03-14,14,8,0.0,11.6,1,1,62,11:37 PM,08:47 AM,05:48 AM,05:40 PM,5,11,11,11,10,44,65,0.1,1015,14,10,40,7,Macedonia,2020-03-14,2.0,0.0,9.0,0.0
2020-03-15,7,2,0.0,6.0,1,1,55,No moonrise,09:26 AM,05:46 AM,05:41 PM,2,3,5,3,13,96,83,10.1,1020,7,8,339,9,Macedonia,2020-03-15,4.0,0.0,13.0,0.0
2020-03-16,9,3,0.0,7.4,1,1,47,12:44 AM,10:10 AM,05:44 AM,05:43 PM,1,5,6,5,8,54,72,1.6,1030,9,9,112,6,Macedonia,2020-03-16,0.0,0.0,13.0,0.0
2020-02-27,-2,-6,0.3,3.8,1,1,23,08:48 AM,10:02 PM,07:23 AM,05:38 PM,-10,-5,-4,-5,4,78,63,0.6,1000,-2,9,110,3,Norway,2020-02-27,0.0,0.0,1.0,0.0
2020-02-28,1,-5,0.0,5.5,1,1,30,08:56 AM,11:19 PM,07:20 AM,05:41 PM,-6,-3,-2,-3,4,47,74,0.0,1002,1,10,219,3,Norway,2020-02-28,3.0,0.0,4.0,0.0
2020-02-29,-2,-10,4.8,3.8,1,1,38,09:05 AM,No moonset,07:17 AM,05:43 PM,-5,-6,-3,-6,15,83,83,7.7,995,-2,7,51,10,Norway,2020-02-29,2.0,0.0,6.0,0.0
2020-03-01,0,-3,20.2,3.9,1,1,44,09:16 AM,12:37 AM,07:14 AM,05:46 PM,-1,-4,-1,-4,17,97,95,23.4,979,0,3,262,11,Norway,2020-03-01,9.0,0.0,15.0,0.0
2020-03-02,4,0,0.3,3.9,1,1,51,09:32 AM,01:57 AM,07:11 AM,05:48 PM,0,-2,1,-2,21,85,90,0.2,987,4,7,184,13,Norway,2020-03-02,4.0,0.0,19.0,0.0
2020-03-03,1,-1,1.1,3.9,1,1,58,09:55 AM,03:16 AM,07:08 AM,05:51 PM,-1,-3,0,-3,15,98,97,5.7,1002,1,3,70,10,Norway,2020-03-03,6.0,0.0,25.0,0.0
2020-03-04,-1,-8,9.9,3.9,1,1,65,10:30 AM,04:30 AM,07:05 AM,05:53 PM,-1,-4,-1,-4,11,99,97,12.0,1005,-1,2,351,8,Norway,2020-03-04,7.0,0.0,32.0,0.0
2020-03-05,2,-6,0.2,8.7,1,1,73,11:24 AM,05:34 AM,07:03 AM,05:56 PM,-4,-3,-2,-3,5,40,90,0.0,1002,2,7,276,3,Norway,2020-03-05,24.0,0.0,56.0,0.0
2020-03-06,0,-7,0.0,4.0,1,1,80,12:39 PM,06:20 AM,07:00 AM,05:58 PM,-5,-4,-3,-4,6,52,89,0.0,1005,0,9,290,3,Norway,2020-03-06,30.0,0.0,86.0,0.0
2020-03-07,1,-7,0.0,10.1,1,1,87,02:10 PM,06:52 AM,06:57 AM,06:01 PM,-5,-5,-3,-5,11,58,88,0.0,1010,1,9,165,7,Norway,2020-03-07,27.0,0.0,113.0,0.0
2020-03-08,4,-2,0.0,5.7,1,1,95,03:50 PM,07:13 AM,06:54 AM,06:03 PM,3,-1,3,-1,35,90,95,8.2,998,4,8,184,22,Norway,2020-03-08,34.0,0.0,147.0,0.0
2020-03-09,5,-1,0.0,10.1,1,1,100,05:31 PM,07:29 AM,06:51 AM,06:05 PM,1,-1,2,-1,14,54,92,0.0,1002,5,7,198,9,Norway,2020-03-09,22.0,0.0,169.0,0.0
2020-03-10,1,-7,1.0,5.8,1,1,100,07:12 PM,07:40 AM,06:48 AM,06:08 PM,1,-2,0,-2,11,99,98,4.4,993,1,2,144,7,Norway,2020-03-10,23.0,0.0,192.0,0.0
