date,location,new_cases,new_deaths,total_cases,total_deaths,incubationDateStart,incubationDateEnd,maxtempC,mintempC,FeelsLikeC,HeatIndexC,WindChillC,humidity,tempC
2020-02-15 00:00:00,Italy,0.0,,3,,2020-02-01 00:00:00,2020-02-08 00:00:00,15.0,8.5,10.5,11.0,10.5,56.5,15.0
2020-02-16 00:00:00,Italy,0.0,,3,,2020-02-02 00:00:00,2020-02-09 00:00:00,14.5,7.5,9.5,10.0,9.5,55.0,14.5
2020-02-17 00:00:00,Italy,0.0,,3,,2020-02-03 00:00:00,2020-02-10 00:00:00,14.0,7.5,9.5,10.0,9.5,55.0,14.0
2020-02-18 00:00:00,Italy,0.0,,3,,2020-02-04 00:00:00,2020-02-11 00:00:00,14.0,7.5,9.5,10.0,9.5,55.0,14.0
2020-02-19 00:00:00,Italy,0.0,,3,,2020-02-05 00:00:00,2020-02-12 00:00:00,14.0,7.5,9.5,10.0,9.5,55.0,14.0
2020-02-20 00:00:00,Italy,0.0,,3,,2020-02-06 00:00:00,2020-02-13 00:00:00,14.0,8.5,10.0,10.5,10.0,63.5,14.0
2020-02-21 00:00:00,Italy,0.0,,3,,2020-02-07 00:00:00,2020-02-14 00:00:00,14.5,9.5,10.0,11.5,10.0,63.5,14.5
2020-02-22 00:00:00,Italy,6.0,,9,,2020-02-08 00:00:00,2020-02-15 00:00:00,15.5,9.5,11.0,12.5,11.0,63.5,15.5
2020-02-23 00:00:00,Italy,67.0,,76,2.0,2020-02-09 00:00:00,2020-02-16 00:00:00,16.5,10.0,12.0,13.0,12.0,63.5,16.5
2020-02-24 00:00:00,Italy,48.0,0.0,124,2.0,2020-02-10 00:00:00,2020-02-17 00:00:00,16.5,10.0,12.5,13.0,12.5,62.5,16.5
2020-02-25 00:00:00,Italy,105.0,4.0,229,6.0,2020-02-11 00:00:00,2020-02-18 00:00:00,16.5,10.0,12.5,13.0,12.5,62.5,16.5
2020-02-26 00:00:00,Italy,93.0,5.0,322,11.0,2020-02-12 00:00:00,2020-02-19 00:00:00,16.0,9.5,12.0,13.0,12.0,62.5,16.0
2020-02-27 00:00:00,Italy,78.0,1.0,400,12.0,2020-02-13 00:00:00,2020-02-20 00:00:00,16.5,9.0,12.0,12.5,12.0,63.0,16.5
2020-02-28 00:00:00,Italy,250.0,5.0,650,17.0,2020-02-14 00:00:00,2020-02-21 00:00:00,17.0,9.5,12.5,13.0,12.5,60.5,17.0
2020-02-29 00:00:00,Italy,238.0,4.0,888,21.0,2020-02-15 00:00:00,2020-02-22 00:00:00,16.5,9.0,12.5,12.5,12.5,62.5,16.5
2020-03-01 00:00:00,Italy,240.0,8.0,1128,29.0,2020-02-16 00:00:00,2020-02-23 00:00:00,16.5,9.0,12.0,12.5,12.0,64.5,16.5
2020-03-02 00:00:00,Italy,561.0,6.0,1689,35.0,2020-02-17 00:00:00,2020-02-24 00:00:00,16.5,9.0,12.0,12.5,12.0,68.0,16.5
2020-03-03 00:00:00,Italy,347.0,17.0,2036,52.0,2020-02-18 00:00:00,2020-02-25 00:00:00,16.5,9.5,12.0,12.5,12.0,72.0,16.5
2020-03-04 00:00:00,Italy,466.0,28.0,2502,80.0,2020-02-19 00:00:00,2020-02-26 00:00:00,16.5,9.0,12.0,12.5,12.0,68.0,16.5
2020-03-05 00:00:00,Italy,587.0,27.0,3089,107.0,2020-02-20 00:00:00,2020-02-27 00:00:00,16.5,9.0,12.0,12.5,12.0,64.5,16.5
2020-03-06 00:00:00,Italy,769.0,41.0,3858,148.0,2020-02-21 00:00:00,2020-02-28 00:00:00,16.5,9.5,12.0,13.0,12.0,61.0,16.5
2020-03-07 00:00:00,Italy,778.0,49.0,4636,197.0,2020-02-22 00:00:00,2020-02-29 00:00:00,16.0,9.0,12.0,12.5,12.0,61.0,16.0
2020-03-08 00:00:00,Italy,1247.0,37.0,5883,234.0,2020-02-23 00:00:00,2020-03-01 00:00:00,16.0,9.5,11.5,13.0,11.5,64.5,16.0
2020-03-09 00:00:00,Italy,1492.0,132.0,7375,366.0,2020-02-24 00:00:00,2020-03-02 00:00:00,16.0,10.0,11.5,13.0,11.5,65.5,16.0
2020-03-10 00:00:00,Italy,1797.0,97.0,9172,463.0,2020-02-25 00:00:00,2020-03-03 00:00:00,15.5,9.5,10.5,12.5,10.5,59.5,15.5
2020-03-11 00:00:00,Italy,977.0,168.0,10149,631.0,2020-02-26 00:00:00,2020-03-04 00:00:00,15.0,9.0,9.5,11.5,9.5,59.5,15.0
2020-03-12 00:00:00,Italy,2313.0,196.0,12462,827.0,2020-02-27 00:00:00,2020-03-05 00:00:00,14.5,8.5,9.0,11.0,9.0,61.0,14.5
2020-03-13 00:00:00,Italy,2651.0,189.0,15113,1016.0,2020-02-28 00:00:00,2020-03-06 00:00:00,15.0,9.5,10.0,11.5,10.0,62.0,15.0
2020-03-14 00:00:00,Italy,2547.0,252.0,17660,1268.0,2020-02-29 00:00:00,2020-03-07 00:00:00,15.0,9.0,10.0,11.5,10.0,65.0,15.0
2020-03-15 00:00:00,Italy,3497.0,173.0,21157,1441.0,2020-03-01 00:00:00,2020-03-08 00:00:00,15.0,9.0,10.5,11.5,10.5,65.0,15.0
2020-03-16 00:00:00,Italy,3590.0,368.0,24747,1809.0,2020-03-02 00:00:00,2020-03-09 00:00:00,15.0,8.0,9.5,11.0,9.5,62.0,15.0
2020-03-17 00:00:00,Italy,3233.0,694.0,27980,2503.0,2020-03-03 00:00:00,2020-03-10 00:00:00,15.0,7.5,9.5,11.0,9.5,61.0,15.0
2020-03-11 00:00:00,Jamaica,,,1,,2020-02-26 00:00:00,2020-03-04 00:00:00,28.0,23.0,27.0,27.0,25.0,77.5,28.0
2020-03-12 00:00:00,Jamaica,0.0,,1,,2020-02-27 00:00:00,2020-03-05 00:00:00,28.0,23.0,27.0,27.0,25.0,77.0,28.0
2020-03-13 00:00:00,Jamaica,0.0,,1,,2020-02-28 00:00:00,2020-03-06 00:00:00,28.0,23.0,27.0,27.0,25.0,76.0,28.0
2020-03-14 00:00:00,Jamaica,6.0,,7,,2020-02-29 00:00:00,2020-03-07 00:00:00,28.0,23.0,27.0,27.0,25.0,76.0,28.0
2020-03-15 00:00:00,Jamaica,1.0,,8,,2020-03-01 00:00:00,2020-03-08 00:00:00,28.0,22.5,27.0,27.0,25.0,76.0,28.0
2020-03-16 00:00:00,Jamaica,2.0,,10,,2020-03-02 00:00:00,2020-03-09 00:00:00,28.0,22.5,27.0,27.0,25.0,75.5,28.0
2020-03-17 00:00:00,Jamaica,0.0,,10,,2020-03-03 00:00:00,2020-03-10 00:00:00,28.5,22.0,27.0,27.0,25.0,75.0,28.5
2020-01-21 00:00:00,Japan,,,1,,2020-01-07 00:00:00,2020-01-14 00:00:00,8.5,-0.5,0.5,3.0,0.5,89.0,8.5
2020-01-22 00:00:00,Japan,0.0,,1,,2020-01-08 00:00:00,2020-01-15 00:00:00,10.5,0.5,3.0,5.0,3.0,89.0,10.5
2020-01-23 00:00:00,Japan,0.0,,1,,2020-01-09 00:00:00,2020-01-16 00:00:00,10.0,0.5,3.0,5.0,3.0,89.0,10.0
2020-01-24 00:00:00,Japan,0.0,,1,,2020-01-10 00:00:00,2020-01-17 00:00:00,6.5,-2.0,0.0,3.0,0.0,89.0,6.5
2020-01-25 00:00:00,Japan,2.0,,3,,2020-01-11 00:00:00,2020-01-18 00:00:00,6.5,-3.5,-1.5,3.0,-1.5,89.0,6.5
2020-01-26 00:00:00,Japan,0.0,,3,,2020-01-12 00:00:00,2020-01-19 00:00:00,5.5,-4.5,-3.5,0.5,-3.5,87.0,5.5
2020-01-27 00:00:00,Japan,1.0,,4,,2020-01-13 00:00:00,2020-01-20 00:00:00,4.0,-4.5,-4.5,0.5,-4.5,81.0,4.0
2020-01-28 00:00:00,Japan,2.0,,6,,2020-01-14 00:00:00,2020-01-21 00:00:00,0.5,-6.5,-7.5,-2.5,-7.5,79.5,0.5
2020-01-29 00:00:00,Japan,1.0,,7,,2020-01-15 00:00:00,2020-01-22 00:00:00,0.5,-6.5,-7.5,-2.5,-7.5,73.5,0.5
2020-01-30 00:00:00,Japan,4.0,,11,,2020-01-16 00:00:00,2020-01-23 00:00:00,0.5,-6.5,-7.5,-2.5,-7.5,73.5,0.5
2020-01-31 00:00:00,Japan,3.0,,14,,2020-01-17 00:00:00,2020-01-24 00:00:00,1.5,-6.5,-6.5,-2.0,-6.5,79.5,1.5
2020-02-01 00:00:00,Japan,3.0,,17,,2020-01-18 00:00:00,2020-01-25 00:00:00,2.0,-4.5,-5.0,-1.0,-5.0,83.5,2.0
2020-02-02 00:00:00,Japan,3.0,,20,,2020-01-19 00:00:00,2020-01-26 00:00:00,2.0,-4.5,-5.0,-1.0,-5.0,84.0,2.0
2020-02-03 00:00:00,Japan,0.0,,20,,2020-01-20 00:00:00,2020-01-27 00:00:00,2.0,-3.0,-4.0,0.0,-4.0,86.5,2.0
2020-02-04 00:00:00,Japan,0.0,,20,,2020-01-21 00:00:00,2020-01-28 00:00:00,2.0,-2.0,-2.5,1.0,-2.5,86.5,2.0
2020-02-05 00:00:00,Japan,3.0,,23,,2020-01-22 00:00:00,2020-01-29 00:00:00,2.0,-2.0,-2.5,1.0,-2.5,87.5,2.0
2020-02-06 00:00:00,Japan,2.0,,25,,2020-01-23 00:00:00,2020-01-30 00:00:00,2.0,-2.0,-2.0,1.0,-2.0,89.0,2.0
2020-02-07 00:00:00,Japan,0.0,,25,,2020-01-24 00:00:00,2020-01-31 00:00:00,2.0,-1.5,-2.0,1.0,-2.0,89.0,2.0
2020-02-08 00:00:00,Japan,0.0,,25,,2020-01-25 00:00:00,2020-02-01 00:00:00,4.0,-1.5,-1.5,1.5,-1.5,87.5,4.0
2020-02-09 00:00:00,Japan,1.0,,26,,2020-01-26 00:00:00,2020-02-02 00:00:00,6.5,-1.0,-0.5,2.0,-0.5,86.5,6.5
2020-02-10 00:00:00,Japan,0.0,,26,,2020-01-27 00:00:00,2020-02-03 00:00:00,6.5,-0.5,-0.5,2.5,-0.5,85.0,6.5
2020-02-11 00:00:00,Japan,0.0,,26,,2020-01-28 00:00:00,2020-02-04 00:00:00,6.0,0.0,0.0,3.0,0.0,85.5,6.0
2020-02-12 00:00:00,Japan,2.0,,28,,2020-01-29 00:00:00,2020-02-05 00:00:00,6.0,-0.5,0.0,3.0,0.0,89.0,6.0
2020-02-13 00:00:00,Japan,1.0,,29,,2020-01-30 00:00:00,2020-02-06 00:00:00,6.0,-0.5,0.0,3.0,0.0,89.0,6.0
2020-02-14 00:00:00,Japan,4.0,,33,1.0,2020-01-31 00:00:00,2020-02-07 00:00:00,6.0,-0.5,0.0,3.0,0.0,85.5,6.0
2020-02-15 00:00:00,Japan,8.0,0.0,41,1.0,2020-02-01 00:00:00,2020-02-08 00:00:00,5.0,-2.0,-3.0,1.5,-3.0,83.0,5.0
2020-02-16 00:00:00,Japan,12.0,0.0,53,1.0,2020-02-02 00:00:00,2020-02-09 00:00:00,5.0,-1.5,-1.5,2.5,-1.5,83.5,5.0
2020-02-17 00:00:00,Japan,6.0,0.0,59,1.0,2020-02-03 00:00:00,2020-02-10 00:00:00,4.0,-2.0,-3.5,0.5,-3.5,83.5,4.0
2020-02-18 00:00:00,Japan,6.0,0.0,65,1.0,2020-02-04 00:00:00,2020-02-11 00:00:00,4.0,-2.5,-3.5,0.5,-3.5,83.5,4.0
2020-02-19 00:00:00,Japan,8.0,0.0,73,1.0,2020-02-05 00:00:00,2020-02-12 00:00:00,3.0,-3.5,-3.5,0.0,-3.5,83.5,3.0
2020-02-20 00:00:00,Japan,12.0,0.0,85,1.0,2020-02-06 00:00:00,2020-02-13 00:00:00,3.0,-4.5,-4.0,-1.0,-4.0,83.0,3.0
2020-02-21 00:00:00,Japan,8.0,0.0,93,1.0,2020-02-07 00:00:00,2020-02-14 00:00:00,3.0,-5.5,-4.0,-1.0,-4.0,83.0,3.0
2020-02-22 00:00:00,Japan,12.0,0.0,105,1.0,2020-02-08 00:00:00,2020-02-15 00:00:00,3.0,-5.0,-2.0,0.5,-2.0,81.0,3.0
2020-02-23 00:00:00,Japan,27.0,0.0,132,1.0,2020-02-09 00:00:00,2020-02-16 00:00:00,5.0,-3.5,-2.0,1.5,-2.0,81.5,5.0
2020-02-24 00:00:00,Japan,12.0,0.0,144,1.0,2020-02-10 00:00:00,2020-02-17 00:00:00,5.0,-3.5,-2.0,1.5,-2.0,81.5,5.0
2020-02-25 00:00:00,Japan,13.0,0.0,157,1.0,2020-02-11 00:00:00,2020-02-18 00:00:00,5.5,-3.5,-1.5,2.0,-1.5,79.5,5.5
2020-02-26 00:00:00,Japan,7.0,0.0,164,1.0,2020-02-12 00:00:00,2020-02-19 00:00:00,5.5,-4.0,-2.0,1.5,-2.0,79.5,5.5
2020-02-27 00:00:00,Japan,22.0,2.0,186,3.0,2020-02-13 00:00:00,2020-02-20 00:00:00,5.5,-4.0,-2.5,1.5,-2.5,74.0,5.5
2020-02-28 00:00:00,Japan,24.0,1.0,210,4.0,2020-02-14 00:00:00,2020-02-21 00:00:00,6.0,-4.0,-2.0,1.5,-2.0,63.0,6.0
2020-02-29 00:00:00,Japan,20.0,1.0,230,5.0,2020-02-15 00:00:00,2020-02-22 00:00:00,7.5,-3.5,-1.5,2.0,-1.5,63.0,7.5
2020-03-01 00:00:00,Japan,9.0,0.0,239,5.0,2020-02-16 00:00:00,2020-02-23 00:00:00,8.0,-2.0,0.0,3.0,0.0,71.5,8.0
2020-03-02 00:00:00,Japan,15.0,1.0,254,6.0,2020-02-17 00:00:00,2020-02-24 00:00:00,8.0,-2.0,0.0,3.0,0.0,71.5,8.0
2020-03-03 00:00:00,Japan,14.0,0.0,268,6.0,2020-02-18 00:00:00,2020-02-25 00:00:00,6.0,-2.0,0.0,3.0,0.0,71.5,6.0
2020-03-04 00:00:00,Japan,16.0,0.0,284,6.0,2020-02-19 00:00:00,2020-02-26 00:00:00,6.0,-2.5,-1.5,1.5,-1.5,71.5,6.0
2020-03-05 00:00:00,Japan,33.0,0.0,317,6.0,2020-02-20 00:00:00,2020-02-27 00:00:00,7.0,-3.0,-1.5,1.5,-1.5,68.5,7.0
2020-03-06 00:00:00,Japan,32.0,0.0,349,6.0,2020-02-21 00:00:00,2020-02-28 00:00:00,7.0,-2.5,-1.5,2.0,-1.5,76.5,7.0
2020-03-07 00:00:00,Japan,59.0,0.0,408,6.0,2020-02-22 00:00:00,2020-02-29 00:00:00,9.0,-2.0,0.5,3.0,0.5,76.5,9.0
2020-03-08 00:00:00,Japan,47.0,0.0,455,6.0,2020-02-23 00:00:00,2020-03-01 00:00:00,10.0,0.5,2.5,5.0,2.5,80.0,10.0
2020-03-09 00:00:00,Japan,33.0,1.0,488,7.0,2020-02-24 00:00:00,2020-03-02 00:00:00,10.0,1.5,2.5,5.0,2.5,81.5,10.0
2020-03-10 00:00:00,Japan,26.0,2.0,514,9.0,2020-02-25 00:00:00,2020-03-03 00:00:00,10.0,0.5,2.5,5.0,2.5,80.0,10.0
2020-03-11 00:00:00,Japan,54.0,3.0,568,12.0,2020-02-26 00:00:00,2020-03-04 00:00:00,12.0,0.5,4.0,6.0,4.0,75.5,12.0
2020-03-12 00:00:00,Japan,52.0,3.0,620,15.0,2020-02-27 00:00:00,2020-03-05 00:00:00,12.5,3.5,6.0,8.0,6.0,70.0,12.5
2020-03-13 00:00:00,Japan,55.0,4.0,675,19.0,2020-02-28 00:00:00,2020-03-06 00:00:00,12.5,3.5,6.0,8.0,6.0,70.0,12.5
2020-03-14 00:00:00,Japan,41.0,2.0,716,21.0,2020-02-29 00:00:00,2020-03-07 00:00:00,13.0,3.5,6.0,8.0,6.0,67.0,13.0
2020-03-15 00:00:00,Japan,64.0,1.0,780,22.0,2020-03-01 00:00:00,2020-03-08 00:00:00,13.5,5.0,6.5,8.5,6.5,64.5,13.5
2020-03-16 00:00:00,Japan,34.0,2.0,814,24.0,2020-03-02 00:00:00,2020-03-09 00:00:00,13.5,5.0,6.5,8.5,6.5,64.5,13.5
2020-03-17 00:00:00,Japan,15.0,4.0,829,28.0,2020-03-03 00:00:00,2020-03-10 00:00:00,13.5,4.0,6.0,8.5,6.0,64.5,13.5
2020-03-13 00:00:00,Jersey,,,2,,2020-02-28 00:00:00,2020-03-06 00:00:00,9.0,2.5,4.0,8.0,4.0,74.0,9.0
2020-03-14 00:00:00,Jersey,0.0,,2,,2020-02-29 00:00:00,2020-03-07 00:00:00,9.0,2.5,4.0,8.0,4.0,74.0,9.0
2020-03-15 00:00:00,Jersey,0.0,,2,,2020-03-01 00:00:00,2020-03-08 00:00:00,9.5,4.5,4.5,8.0,4.5,78.0,9.5
2020-03-16 00:00:00,Jersey,0.0,,2,,2020-03-02 00:00:00,2020-03-09 00:00:00,9.5,4.5,5.0,8.5,5.0,79.5,9.5
2020-03-17 00:00:00,Jersey,0.0,,2,,2020-03-03 00:00:00,2020-03-10 00:00:00,10.0,5.5,5.0,9.0,5.0,82.0,10.0
2020-03-03 00:00:00,Jordan,,,1,,2020-02-18 00:00:00,2020-02-25 00:00:00,13.0,7.5,8.0,10.0,8.0,75.5,13.0
2020-03-04 00:00:00,Jordan,0.0,,1,,2020-02-19 00:00:00,2020-02-26 00:00:00,12.0,8.0,7.5,10.0,7.5,81.0,12.0
2020-03-05 00:00:00,Jordan,0.0,,1,,2020-02-20 00:00:00,2020-02-27 00:00:00,13.0,8.0,7.5,10.0,7.5,75.5,13.0
2020-03-06 00:00:00,Jordan,0.0,,1,,2020-02-21 00:00:00,2020-02-28 00:00:00,14.0,8.0,9.0,10.0,9.0,69.5,14.0
2020-03-07 00:00:00,Jordan,0.0,,1,,2020-02-22 00:00:00,2020-02-29 00:00:00,13.0,8.0,8.5,10.0,8.5,70.0,13.0
2020-03-08 00:00:00,Jordan,0.0,,1,,2020-02-23 00:00:00,2020-03-01 00:00:00,13.0,8.0,8.5,10.0,8.5,70.0,13.0
2020-03-09 00:00:00,Jordan,0.0,,1,,2020-02-24 00:00:00,2020-03-02 00:00:00,12.5,8.0,7.5,10.0,7.5,74.5,12.5
2020-03-10 00:00:00,Jordan,0.0,,1,,2020-02-25 00:00:00,2020-03-03 00:00:00,12.5,8.0,7.5,10.0,7.5,73.5,12.5
2020-03-11 00:00:00,Jordan,0.0,,1,,2020-02-26 00:00:00,2020-03-04 00:00:00,15.5,8.5,10.0,11.0,10.0,65.5,15.5
2020-03-12 00:00:00,Jordan,0.0,,1,,2020-02-27 00:00:00,2020-03-05 00:00:00,18.0,9.0,13.0,13.0,13.0,59.0,18.0
2020-03-13 00:00:00,Jordan,0.0,,1,,2020-02-28 00:00:00,2020-03-06 00:00:00,16.5,7.5,12.0,13.0,12.0,59.5,16.5
2020-03-14 00:00:00,Jordan,0.0,,1,,2020-02-29 00:00:00,2020-03-07 00:00:00,14.5,7.0,9.0,11.5,9.0,66.0,14.5
2020-03-15 00:00:00,Jordan,0.0,,1,,2020-03-01 00:00:00,2020-03-08 00:00:00,17.5,8.5,12.0,13.0,12.0,61.0,17.5
2020-03-16 00:00:00,Jordan,5.0,,6,,2020-03-02 00:00:00,2020-03-09 00:00:00,20.0,9.5,14.5,14.5,14.5,57.5,20.0
2020-03-17 00:00:00,Jordan,29.0,,35,,2020-03-03 00:00:00,2020-03-10 00:00:00,21.0,10.5,15.0,15.5,15.0,55.0,21.0
2020-03-15 00:00:00,Kazakhstan,,,6,,2020-03-01 00:00:00,2020-03-08 00:00:00,-6.0,-12.5,-16.0,-9.0,-16.0,91.0,-6.0
2020-03-16 00:00:00,Kazakhstan,0.0,,6,,2020-03-02 00:00:00,2020-03-09 00:00:00,-6.0,-13.5,-17.0,-9.5,-17.0,91.0,-6.0
2020-03-17 00:00:00,Kazakhstan,0.0,,6,,2020-03-03 00:00:00,2020-03-10 00:00:00,-6.0,-13.5,-17.0,-9.5,-17.0,91.5,-6.0
2020-03-14 00:00:00,Kenya,,,1,,2020-02-29 00:00:00,2020-03-07 00:00:00,27.0,18.0,22.0,22.0,21.5,66.0,27.0
2020-03-15 00:00:00,Kenya,0.0,,1,,2020-03-01 00:00:00,2020-03-08 00:00:00,26.5,18.0,22.0,22.0,21.0,68.5,26.5
2020-03-16 00:00:00,Kenya,0.0,,1,,2020-03-02 00:00:00,2020-03-09 00:00:00,26.5,18.0,22.0,22.0,21.0,71.5,26.5
2020-03-17 00:00:00,Kenya,2.0,,3,,2020-03-03 00:00:00,2020-03-10 00:00:00,27.0,18.0,22.0,22.0,21.5,71.5,27.0
2020-02-24 00:00:00,Kuwait,,,3,,2020-02-10 00:00:00,2020-02-17 00:00:00,17.5,12.5,14.5,15.0,14.5,41.5,17.5
2020-02-25 00:00:00,Kuwait,5.0,,8,,2020-02-11 00:00:00,2020-02-18 00:00:00,19.0,14.5,17.0,17.0,17.0,41.5,19.0
2020-02-26 00:00:00,Kuwait,4.0,,12,,2020-02-12 00:00:00,2020-02-19 00:00:00,19.5,16.0,17.5,17.5,17.5,43.0,19.5
2020-02-27 00:00:00,Kuwait,31.0,,43,,2020-02-13 00:00:00,2020-02-20 00:00:00,20.0,17.5,18.5,18.5,18.5,49.0,20.0
2020-02-28 00:00:00,Kuwait,0.0,,43,,2020-02-14 00:00:00,2020-02-21 00:00:00,20.0,17.5,18.5,18.5,18.5,55.5,20.0
2020-02-29 00:00:00,Kuwait,2.0,,45,,2020-02-15 00:00:00,2020-02-22 00:00:00,20.0,18.0,19.0,19.0,19.0,56.5,20.0
2020-03-01 00:00:00,Kuwait,0.0,,45,,2020-02-16 00:00:00,2020-02-23 00:00:00,20.0,18.0,19.0,19.0,19.0,57.5,20.0
2020-03-02 00:00:00,Kuwait,11.0,,56,,2020-02-17 00:00:00,2020-02-24 00:00:00,20.5,18.0,19.0,19.0,19.0,58.5,20.5
2020-03-03 00:00:00,Kuwait,0.0,,56,,2020-02-18 00:00:00,2020-02-25 00:00:00,21.0,18.0,19.5,19.5,19.5,58.5,21.0
2020-03-04 00:00:00,Kuwait,0.0,,56,,2020-02-19 00:00:00,2020-02-26 00:00:00,21.0,18.0,19.5,19.5,19.5,57.5,21.0
2020-03-05 00:00:00,Kuwait,2.0,,58,,2020-02-20 00:00:00,2020-02-27 00:00:00,20.5,17.5,19.0,19.0,19.0,56.5,20.5
2020-03-06 00:00:00,Kuwait,0.0,,58,,2020-02-21 00:00:00,2020-02-28 00:00:00,20.5,17.0,18.5,18.5,18.5,56.5,20.5
2020-03-07 00:00:00,Kuwait,0.0,,58,,2020-02-22 00:00:00,2020-02-29 00:00:00,20.5,17.0,19.0,19.0,19.0,53.0,20.5
2020-03-08 00:00:00,Kuwait,4.0,,62,,2020-02-23 00:00:00,2020-03-01 00:00:00,21.0,17.0,19.0,19.0,19.0,54.0,21.0
2020-03-09 00:00:00,Kuwait,2.0,,64,,2020-02-24 00:00:00,2020-03-02 00:00:00,21.0,17.0,18.5,18.5,18.5,50.0,21.0
2020-03-10 00:00:00,Kuwait,1.0,,65,,2020-02-25 00:00:00,2020-03-03 00:00:00,20.5,17.0,18.0,18.0,18.0,48.5,20.5
2020-03-11 00:00:00,Kuwait,4.0,,69,,2020-02-26 00:00:00,2020-03-04 00:00:00,20.5,16.5,18.0,18.0,18.0,46.5,20.5
2020-03-12 00:00:00,Kuwait,11.0,,80,,2020-02-27 00:00:00,2020-03-05 00:00:00,21.0,16.0,18.0,18.5,18.0,45.5,21.0
2020-03-13 00:00:00,Kuwait,0.0,,80,,2020-02-28 00:00:00,2020-03-06 00:00:00,21.0,16.5,18.5,19.0,18.5,45.0,21.0
2020-03-14 00:00:00,Kuwait,20.0,,100,,2020-02-29 00:00:00,2020-03-07 00:00:00,21.5,17.0,19.0,19.0,19.0,44.5,21.5
2020-03-15 00:00:00,Kuwait,12.0,,112,,2020-03-01 00:00:00,2020-03-08 00:00:00,22.0,17.0,19.5,19.5,19.5,44.5,22.0
2020-03-16 00:00:00,Kuwait,0.0,,112,,2020-03-02 00:00:00,2020-03-09 00:00:00,22.0,18.0,20.0,20.5,20.0,44.5,22.0
2020-03-17 00:00:00,Kuwait,18.0,,130,,2020-03-03 00:00:00,2020-03-10 00:00:00,22.5,19.0,21.0,22.0,21.0,44.0,22.5
2020-03-03 00:00:00,Latvia,,,1,,2020-02-18 00:00:00,2020-02-25 00:00:00,5.0,2.5,-0.5,4.0,-0.5,81.5,5.0
2020-03-04 00:00:00,Latvia,0.0,,1,,2020-02-19 00:00:00,2020-02-26 00:00:00,4.5,2.0,-1.0,3.5,-1.0,82.0,4.5
2020-03-05 00:00:00,Latvia,0.0,,1,,2020-02-20 00:00:00,2020-02-27 00:00:00,4.0,1.5,-1.5,3.0,-1.5,82.5,4.0
2020-03-06 00:00:00,Latvia,0.0,,1,,2020-02-21 00:00:00,2020-02-28 00:00:00,3.5,0.0,-2.5,2.5,-2.5,82.0,3.5
2020-03-07 00:00:00,Latvia,0.0,,1,,2020-02-22 00:00:00,2020-02-29 00:00:00,3.0,-1.0,-2.5,1.5,-2.5,80.0,3.0
2020-03-08 00:00:00,Latvia,0.0,,1,,2020-02-23 00:00:00,2020-03-01 00:00:00,3.0,0.0,-2.5,1.5,-2.5,79.5,3.0
2020-03-09 00:00:00,Latvia,2.0,,3,,2020-02-24 00:00:00,2020-03-02 00:00:00,3.0,0.0,-2.5,1.5,-2.5,82.0,3.0
2020-03-10 00:00:00,Latvia,3.0,,6,,2020-02-25 00:00:00,2020-03-03 00:00:00,3.0,0.0,-2.5,1.5,-2.5,84.5,3.0
2020-03-11 00:00:00,Latvia,2.0,,8,,2020-02-26 00:00:00,2020-03-04 00:00:00,4.5,1.5,-0.5,3.5,-0.5,83.5,4.5
2020-03-12 00:00:00,Latvia,8.0,,16,,2020-02-27 00:00:00,2020-03-05 00:00:00,6.0,1.5,1.0,4.5,1.0,81.5,6.0
2020-03-13 00:00:00,Latvia,0.0,,16,,2020-02-28 00:00:00,2020-03-06 00:00:00,6.5,1.5,1.0,4.5,1.0,80.0,6.5
2020-03-14 00:00:00,Latvia,0.0,,16,,2020-02-29 00:00:00,2020-03-07 00:00:00,6.5,1.5,1.0,4.5,1.0,81.5,6.5
2020-03-15 00:00:00,Latvia,14.0,,30,,2020-03-01 00:00:00,2020-03-08 00:00:00,6.5,2.0,1.5,4.5,1.5,81.5,6.5
2020-03-16 00:00:00,Latvia,1.0,,31,,2020-03-02 00:00:00,2020-03-09 00:00:00,6.5,2.0,1.5,4.0,1.5,81.5,6.5
2020-03-17 00:00:00,Latvia,5.0,,36,,2020-03-03 00:00:00,2020-03-10 00:00:00,6.5,2.0,1.0,4.0,1.0,81.5,6.5
2020-02-22 00:00:00,Lebanon,,,1,,2020-02-08 00:00:00,2020-02-15 00:00:00,13.5,9.5,10.0,12.0,10.0,64.0,13.5
2020-02-23 00:00:00,Lebanon,0.0,,1,,2020-02-09 00:00:00,2020-02-16 00:00:00,16.0,12.0,13.0,14.0,13.0,64.0,16.0
2020-02-24 00:00:00,Lebanon,0.0,,1,,2020-02-10 00:00:00,2020-02-17 00:00:00,16.0,13.0,14.0,14.5,14.0,65.5,16.0
2020-02-25 00:00:00,Lebanon,0.0,,1,,2020-02-11 00:00:00,2020-02-18 00:00:00,17.0,13.0,14.0,15.0,14.0,65.5,17.0
2020-02-26 00:00:00,Lebanon,0.0,,1,,2020-02-12 00:00:00,2020-02-19 00:00:00,17.0,13.0,14.0,15.0,14.0,68.0,17.0
2020-02-27 00:00:00,Lebanon,1.0,,2,,2020-02-13 00:00:00,2020-02-20 00:00:00,17.0,13.0,14.0,15.0,14.0,68.0,17.0
2020-02-28 00:00:00,Lebanon,0.0,,2,,2020-02-14 00:00:00,2020-02-21 00:00:00,17.0,13.0,14.0,14.5,14.0,66.5,17.0
